Customer,Marketing Date,Marketing Touch
Customer 39,2022-04-11,Direct
Customer 57,2022-01-09,Unknown
Customer 79,2022-01-27,Referral
Customer 140,2022-01-17,Referral
Customer 113,2022-02-28,Referral
Customer 17,2022-05-12,Unknown
Customer 119,2022-01-26,Referral
Customer 58,2022-02-26,Email
Customer 166,2022-05-29,Unknown
Customer 165,2022-04-23,Email
Customer 75,2022-03-22,Organic
Customer 56,2022-01-13,Unknown
Customer 169,2022-05-08,Direct
Customer 104,2022-06-14,Referral
Customer 55,2022-03-21,Referral
Customer 17,2022-05-22,Referral
Customer 130,2022-01-18,Direct
Customer 186,2022-06-18,Unknown
Customer 59,2022-02-15,Direct
Customer 160,2022-04-21,Referral
Customer 6,2022-04-04,Organic
Customer 199,2022-02-27,Unknown
Customer 67,2022-05-03,Email
Customer 186,2022-06-04,Direct
Customer 168,2022-05-03,Direct
Customer 84,2022-01-15,Referral
Customer 197,2022-03-03,Referral
Customer 110,2022-05-02,Direct
Customer 147,2022-06-19,Email
Customer 170,2022-03-18,Unknown
Customer 36,2022-02-07,Email
Customer 59,2022-06-04,Direct
Customer 127,2022-06-27,Unknown
Customer 101,2022-03-28,Organic
Customer 115,2022-03-11,Referral
Customer 164,2022-03-21,Unknown
Customer 156,2022-01-23,Direct
Customer 102,2022-06-03,Referral
Customer 23,2022-01-30,Organic
Customer 188,2022-03-20,Unknown
Customer 181,2022-06-24,Email
Customer 40,2022-02-27,Referral
Customer 141,2022-06-28,Unknown
Customer 14,2022-06-29,Organic
Customer 132,2022-04-24,Referral
Customer 60,2022-02-07,Email
Customer 142,2022-02-07,Organic
Customer 21,2022-06-27,Organic
Customer 137,2022-04-16,Organic
Customer 173,2022-01-27,Organic
Customer 152,2022-05-13,Unknown
Customer 97,2022-05-30,Email
Customer 90,2022-06-06,Referral
Customer 127,2022-06-17,Direct
Customer 142,2022-06-14,Organic
Customer 128,2022-01-12,Referral
Customer 25,2022-02-11,Referral
Customer 32,2022-02-28,Email
Customer 23,2022-02-03,Unknown
Customer 60,2022-01-18,Organic
Customer 44,2022-03-06,Unknown
Customer 31,2022-05-21,Email
Customer 24,2022-03-10,Referral
Customer 91,2022-01-22,Unknown
Customer 194,2022-02-16,Referral
Customer 190,2022-03-02,Email
Customer 183,2022-03-27,Direct
Customer 44,2022-02-28,Organic
Customer 190,2022-06-30,Organic
Customer 12,2022-04-09,Organic
Customer 67,2022-05-23,Unknown
Customer 156,2022-04-05,Email
Customer 4,2022-06-23,Direct
Customer 22,2022-05-27,Referral
Customer 80,2022-02-13,Email
Customer 82,2022-06-15,Referral
Customer 39,2022-01-27,Referral
Customer 113,2022-04-27,Email
Customer 139,2022-06-24,Email
Customer 92,2022-04-15,Direct
Customer 144,2022-04-07,Referral
Customer 38,2022-03-27,Direct
Customer 66,2022-04-03,Email
Customer 84,2022-03-24,Email
Customer 47,2022-01-11,Referral
Customer 37,2022-05-28,Direct
Customer 26,2022-03-22,Email
Customer 173,2022-06-10,Referral
Customer 1,2022-03-13,Referral
Customer 92,2022-05-25,Unknown
Customer 36,2022-06-13,Referral
Customer 12,2022-02-28,Organic
Customer 193,2022-04-05,Email
Customer 53,2022-01-21,Direct
Customer 167,2022-01-03,Direct
Customer 87,2022-06-20,Unknown
Customer 119,2022-05-30,Direct
Customer 49,2022-02-06,Email
Customer 57,2022-03-30,Email
Customer 128,2022-05-19,Direct
Customer 145,2022-06-26,Unknown
Customer 134,2022-03-15,Organic
Customer 161,2022-06-04,Email
Customer 106,2022-05-26,Email
Customer 140,2022-04-16,Direct
Customer 100,2022-04-27,Organic
Customer 1,2022-03-13,Unknown
Customer 104,2022-04-04,Referral
Customer 48,2022-05-10,Unknown
Customer 162,2022-05-06,Email
Customer 53,2022-06-04,Direct
Customer 172,2022-05-20,Referral
Customer 108,2022-05-05,Referral
Customer 111,2022-06-24,Referral
Customer 85,2022-04-01,Direct
Customer 144,2022-03-13,Organic
Customer 25,2022-04-16,Direct
Customer 136,2022-06-15,Organic
Customer 101,2022-01-09,Referral
Customer 153,2022-06-24,Unknown
Customer 47,2022-05-04,Unknown
Customer 75,2022-01-28,Organic
Customer 92,2022-04-05,Organic
Customer 168,2022-02-06,Referral
Customer 68,2022-05-03,Referral
Customer 191,2022-01-26,Organic
Customer 47,2022-02-08,Referral
Customer 175,2022-01-14,Unknown
Customer 117,2022-04-04,Referral
Customer 98,2022-05-25,Email
Customer 46,2022-04-22,Organic
Customer 36,2022-04-25,Organic
Customer 144,2022-05-26,Direct
Customer 11,2022-03-28,Direct
Customer 162,2022-05-15,Direct
Customer 42,2022-06-10,Direct
Customer 18,2022-06-15,Unknown
Customer 52,2022-03-29,Organic
Customer 18,2022-03-02,Email
Customer 174,2022-04-11,Referral
Customer 44,2022-03-16,Organic
Customer 110,2022-01-29,Referral
Customer 62,2022-03-24,Organic
Customer 113,2022-01-25,Organic
Customer 177,2022-05-30,Organic
Customer 182,2022-01-12,Direct
Customer 109,2022-01-05,Referral
Customer 75,2022-02-09,Direct
Customer 60,2022-01-06,Unknown
Customer 133,2022-06-02,Email
Customer 122,2022-03-22,Referral
Customer 136,2022-01-29,Referral
Customer 110,2022-03-04,Organic
Customer 151,2022-03-25,Organic
Customer 131,2022-04-23,Organic
Customer 193,2022-03-20,Email
Customer 152,2022-01-14,Direct
Customer 123,2022-02-04,Organic
Customer 170,2022-06-07,Referral
Customer 35,2022-03-30,Direct
Customer 40,2022-03-04,Unknown
Customer 44,2022-03-12,Email
Customer 157,2022-02-09,Direct
Customer 174,2022-04-15,Unknown
Customer 79,2022-02-11,Direct
Customer 155,2022-05-14,Direct
Customer 82,2022-01-27,Email
Customer 33,2022-06-21,Organic
Customer 17,2022-02-13,Direct
Customer 120,2022-01-08,Organic
Customer 45,2022-02-22,Unknown
Customer 147,2022-05-24,Organic
Customer 101,2022-03-27,Referral
Customer 13,2022-03-30,Referral
Customer 104,2022-06-25,Organic
Customer 122,2022-01-22,Organic
Customer 22,2022-03-12,Email
Customer 155,2022-03-12,Direct
Customer 2,2022-04-09,Organic
Customer 147,2022-01-25,Referral
Customer 149,2022-03-12,Unknown
Customer 63,2022-01-08,Email
Customer 170,2022-05-18,Direct
Customer 156,2022-01-03,Organic
Customer 24,2022-04-18,Direct
Customer 161,2022-04-06,Referral
Customer 178,2022-05-31,Organic
Customer 147,2022-02-17,Email
Customer 52,2022-04-06,Direct
Customer 37,2022-03-25,Direct
Customer 13,2022-05-12,Direct
Customer 48,2022-05-12,Unknown
Customer 109,2022-02-13,Unknown
Customer 95,2022-04-17,Organic
Customer 184,2022-01-15,Direct
Customer 154,2022-06-25,Email
Customer 178,2022-02-24,Referral
Customer 58,2022-01-02,Organic
Customer 74,2022-05-10,Direct
Customer 81,2022-05-26,Direct
Customer 28,2022-03-25,Unknown
Customer 14,2022-02-18,Email
Customer 196,2022-05-06,Email
Customer 29,2022-06-20,Unknown
Customer 104,2022-04-25,Email
Customer 139,2022-05-30,Referral
Customer 185,2022-03-26,Referral
Customer 154,2022-06-26,Organic
Customer 158,2022-04-11,Email
Customer 76,2022-01-13,Direct
Customer 24,2022-06-06,Organic
Customer 111,2022-04-08,Organic
Customer 196,2022-06-01,Email
Customer 184,2022-04-18,Organic
Customer 59,2022-05-30,Direct
Customer 144,2022-06-25,Organic
Customer 139,2022-06-09,Email
Customer 161,2022-06-20,Organic
Customer 83,2022-02-10,Organic
Customer 140,2022-02-25,Organic
Customer 36,2022-03-19,Referral
Customer 126,2022-02-14,Direct
Customer 29,2022-03-18,Referral
Customer 191,2022-02-26,Organic
Customer 198,2022-05-21,Organic
Customer 165,2022-04-01,Unknown
Customer 28,2022-04-23,Organic
Customer 87,2022-03-08,Organic
Customer 159,2022-06-10,Email
Customer 100,2022-06-17,Organic
Customer 138,2022-06-04,Email
Customer 144,2022-02-05,Unknown
Customer 13,2022-04-08,Direct
Customer 158,2022-01-02,Unknown
Customer 75,2022-06-11,Unknown
Customer 112,2022-01-27,Email
Customer 61,2022-04-25,Direct
Customer 155,2022-03-05,Unknown
Customer 58,2022-04-28,Referral
Customer 104,2022-03-22,Direct
Customer 6,2022-01-11,Email
Customer 35,2022-01-28,Referral
Customer 133,2022-02-12,Email
Customer 64,2022-03-10,Organic
Customer 12,2022-03-28,Email
Customer 138,2022-01-26,Email
Customer 189,2022-01-23,Unknown
Customer 16,2022-03-25,Email
Customer 71,2022-04-22,Direct
Customer 42,2022-06-19,Email
Customer 49,2022-05-21,Organic
Customer 167,2022-04-08,Unknown
Customer 153,2022-03-22,Unknown
Customer 146,2022-06-17,Unknown
Customer 142,2022-06-12,Unknown
Customer 92,2022-01-15,Email
Customer 176,2022-02-07,Email
Customer 35,2022-05-08,Referral
Customer 130,2022-06-20,Email
Customer 44,2022-04-05,Direct
Customer 24,2022-02-06,Direct
Customer 82,2022-02-21,Unknown
Customer 147,2022-02-15,Unknown
Customer 187,2022-03-16,Email
Customer 170,2022-05-21,Unknown
Customer 132,2022-06-11,Organic
Customer 129,2022-01-13,Email
Customer 53,2022-03-30,Organic
Customer 11,2022-02-12,Direct
Customer 73,2022-01-09,Email
Customer 37,2022-01-24,Organic
Customer 88,2022-04-02,Unknown
Customer 137,2022-01-25,Direct
Customer 17,2022-03-13,Organic
Customer 153,2022-06-05,Referral
Customer 83,2022-05-25,Unknown
Customer 117,2022-04-04,Unknown
Customer 130,2022-03-05,Unknown
Customer 12,2022-05-17,Referral
Customer 34,2022-02-26,Unknown
Customer 12,2022-02-04,Referral
Customer 156,2022-05-08,Unknown
Customer 161,2022-04-20,Unknown
Customer 168,2022-05-10,Referral
Customer 199,2022-04-22,Email
Customer 100,2022-04-03,Organic
Customer 25,2022-03-15,Email
Customer 34,2022-01-01,Direct
Customer 5,2022-03-19,Organic
Customer 170,2022-04-19,Unknown
Customer 164,2022-01-22,Referral
Customer 35,2022-02-01,Unknown
Customer 29,2022-04-27,Unknown
Customer 20,2022-06-23,Direct
Customer 90,2022-04-28,Organic
Customer 57,2022-01-10,Direct
Customer 174,2022-06-06,Referral
Customer 114,2022-01-05,Referral
Customer 82,2022-04-11,Organic
Customer 127,2022-06-13,Email
Customer 76,2022-01-31,Unknown
Customer 34,2022-01-11,Email
Customer 193,2022-05-17,Organic
Customer 127,2022-01-31,Direct
Customer 134,2022-02-25,Organic
Customer 158,2022-04-23,Organic
Customer 80,2022-03-21,Email
Customer 176,2022-05-15,Organic
Customer 5,2022-06-20,Referral
Customer 98,2022-04-19,Email
Customer 14,2022-03-08,Email
Customer 150,2022-06-20,Unknown
Customer 102,2022-01-29,Unknown
Customer 198,2022-06-23,Email
Customer 160,2022-01-24,Unknown
Customer 61,2022-01-30,Unknown
Customer 31,2022-01-01,Unknown
Customer 167,2022-03-12,Email
Customer 9,2022-04-06,Direct
Customer 7,2022-05-20,Direct
Customer 168,2022-04-17,Organic
Customer 149,2022-02-20,Organic
Customer 162,2022-06-19,Organic
Customer 31,2022-02-25,Referral
Customer 160,2022-05-06,Unknown
Customer 128,2022-03-09,Referral
Customer 137,2022-03-30,Unknown
Customer 94,2022-01-04,Direct
Customer 42,2022-01-24,Email
Customer 183,2022-02-11,Direct
Customer 169,2022-01-03,Email
Customer 34,2022-02-03,Direct
Customer 170,2022-05-26,Email
Customer 2,2022-01-21,Unknown
Customer 89,2022-01-18,Organic
Customer 149,2022-01-12,Email
Customer 38,2022-06-12,Organic
Customer 110,2022-02-23,Email
Customer 93,2022-06-22,Unknown
Customer 150,2022-05-05,Direct
Customer 133,2022-03-30,Email
Customer 23,2022-06-26,Referral
Customer 105,2022-02-21,Organic
Customer 170,2022-05-05,Organic
Customer 77,2022-04-27,Direct
Customer 52,2022-01-31,Referral
Customer 110,2022-01-25,Organic
Customer 194,2022-03-11,Email
Customer 196,2022-04-06,Organic
Customer 160,2022-04-18,Unknown
Customer 124,2022-04-26,Referral
Customer 116,2022-04-09,Unknown
Customer 148,2022-04-04,Direct
Customer 142,2022-06-02,Unknown
Customer 47,2022-05-20,Direct
Customer 3,2022-02-07,Direct
Customer 44,2022-01-19,Direct
Customer 2,2022-05-07,Unknown
Customer 142,2022-04-17,Organic
Customer 113,2022-06-06,Referral
Customer 78,2022-05-16,Direct
Customer 153,2022-01-04,Organic
Customer 171,2022-02-21,Referral
Customer 97,2022-01-14,Organic
Customer 170,2022-02-01,Organic
Customer 110,2022-06-07,Unknown
Customer 56,2022-04-08,Unknown
Customer 152,2022-05-22,Unknown
Customer 23,2022-04-03,Email
Customer 87,2022-04-29,Organic
Customer 152,2022-06-11,Organic
Customer 78,2022-02-24,Email
Customer 179,2022-03-26,Email
Customer 40,2022-02-25,Referral
Customer 25,2022-01-06,Unknown
Customer 166,2022-06-10,Referral
Customer 17,2022-06-10,Referral
Customer 77,2022-06-18,Email
Customer 7,2022-05-13,Email
Customer 26,2022-06-08,Referral
Customer 100,2022-06-16,Direct
Customer 23,2022-06-22,Organic
Customer 188,2022-06-03,Email
Customer 120,2022-06-20,Organic
Customer 3,2022-02-20,Unknown
Customer 192,2022-06-24,Email
Customer 116,2022-01-21,Unknown
Customer 98,2022-02-12,Organic
Customer 50,2022-01-10,Direct
Customer 20,2022-02-12,Direct
Customer 110,2022-04-09,Email
Customer 107,2022-06-15,Direct
Customer 120,2022-01-15,Organic
Customer 100,2022-06-13,Organic
Customer 189,2022-03-29,Referral
Customer 150,2022-03-08,Organic
Customer 11,2022-06-03,Unknown
Customer 135,2022-03-02,Unknown
Customer 182,2022-06-27,Referral
Customer 49,2022-05-24,Direct
Customer 20,2022-06-05,Referral
Customer 119,2022-02-07,Referral
Customer 139,2022-02-24,Unknown
Customer 107,2022-02-06,Direct
Customer 60,2022-05-20,Referral
Customer 90,2022-04-23,Email
Customer 172,2022-01-27,Organic
Customer 71,2022-05-21,Unknown
Customer 36,2022-05-09,Referral
Customer 12,2022-04-09,Direct
Customer 160,2022-03-02,Organic
Customer 129,2022-05-15,Email
Customer 1,2022-06-09,Email
Customer 120,2022-01-31,Organic
Customer 163,2022-02-06,Direct
Customer 113,2022-05-09,Organic
Customer 21,2022-03-06,Referral
Customer 135,2022-02-28,Referral
Customer 176,2022-05-30,Direct
Customer 56,2022-06-25,Unknown
Customer 173,2022-01-21,Email
Customer 175,2022-03-22,Email
Customer 109,2022-04-26,Email
Customer 102,2022-01-21,Email
Customer 168,2022-06-16,Organic
Customer 172,2022-01-04,Referral
Customer 154,2022-05-10,Direct
Customer 128,2022-03-01,Unknown
Customer 86,2022-05-04,Unknown
Customer 125,2022-04-06,Referral
Customer 157,2022-06-05,Referral
Customer 121,2022-06-29,Organic
Customer 36,2022-05-17,Unknown
Customer 73,2022-05-08,Organic
Customer 121,2022-02-16,Unknown
Customer 154,2022-05-12,Organic
Customer 4,2022-05-09,Referral
Customer 17,2022-04-05,Referral
Customer 2,2022-01-24,Organic
Customer 142,2022-01-03,Direct
Customer 110,2022-03-31,Referral
Customer 62,2022-02-25,Unknown
Customer 22,2022-04-06,Organic
Customer 38,2022-06-06,Email
Customer 29,2022-02-18,Referral
Customer 129,2022-06-11,Direct
Customer 142,2022-03-16,Organic
Customer 113,2022-05-07,Email
Customer 127,2022-01-24,Organic
Customer 143,2022-01-25,Direct
Customer 115,2022-04-19,Email
Customer 190,2022-06-25,Referral
Customer 54,2022-03-03,Unknown
Customer 153,2022-02-18,Referral
Customer 86,2022-06-19,Unknown
Customer 188,2022-02-27,Email
Customer 119,2022-01-24,Email
Customer 168,2022-05-15,Organic
Customer 198,2022-04-15,Unknown
Customer 54,2022-02-04,Direct
Customer 31,2022-05-07,Organic
Customer 198,2022-04-23,Organic
Customer 177,2022-05-14,Direct
Customer 6,2022-05-27,Organic
Customer 186,2022-02-05,Organic
Customer 90,2022-05-17,Organic
Customer 119,2022-02-19,Unknown
Customer 115,2022-02-21,Email
Customer 127,2022-01-07,Organic
Customer 149,2022-01-04,Direct
Customer 198,2022-01-18,Referral
Customer 112,2022-05-07,Unknown
Customer 137,2022-06-19,Referral
Customer 72,2022-04-30,Email
Customer 41,2022-02-23,Referral
Customer 113,2022-04-16,Organic
Customer 174,2022-06-07,Referral
Customer 186,2022-01-29,Unknown
Customer 170,2022-06-28,Referral
Customer 93,2022-05-20,Unknown
Customer 80,2022-03-06,Unknown
Customer 182,2022-06-26,Referral
Customer 191,2022-03-07,Email
Customer 117,2022-03-26,Unknown
Customer 28,2022-03-15,Direct
Customer 58,2022-02-03,Referral
Customer 181,2022-06-21,Direct
Customer 71,2022-02-23,Organic
Customer 2,2022-04-04,Organic
Customer 66,2022-02-12,Organic
Customer 41,2022-01-26,Email
Customer 137,2022-03-19,Referral
Customer 40,2022-03-01,Referral
Customer 32,2022-06-03,Unknown
Customer 62,2022-01-03,Direct
Customer 149,2022-06-08,Email
Customer 147,2022-04-05,Unknown
Customer 19,2022-05-03,Organic
Customer 122,2022-02-27,Referral
Customer 120,2022-04-25,Referral
Customer 24,2022-01-07,Direct
Customer 40,2022-05-15,Unknown
Customer 93,2022-05-27,Direct
Customer 70,2022-04-13,Unknown
Customer 54,2022-05-25,Organic
Customer 178,2022-02-01,Organic
Customer 149,2022-06-15,Referral
Customer 180,2022-05-23,Unknown
Customer 143,2022-01-28,Email
Customer 135,2022-06-06,Organic
Customer 144,2022-03-06,Unknown
Customer 10,2022-03-17,Unknown
Customer 102,2022-05-27,Direct
Customer 190,2022-02-07,Organic
Customer 48,2022-03-12,Referral
Customer 161,2022-03-21,Organic
Customer 146,2022-01-12,Direct
Customer 150,2022-02-24,Referral
Customer 94,2022-03-12,Direct
Customer 36,2022-06-01,Unknown
Customer 163,2022-06-16,Organic
Customer 54,2022-04-24,Unknown
Customer 187,2022-05-10,Email
Customer 61,2022-01-18,Unknown
Customer 167,2022-02-05,Organic
Customer 62,2022-01-12,Referral
Customer 51,2022-03-01,Email
Customer 81,2022-02-02,Organic
Customer 131,2022-06-12,Unknown
Customer 160,2022-03-07,Referral
Customer 123,2022-01-18,Email
Customer 95,2022-03-22,Email
Customer 26,2022-04-01,Email
Customer 3,2022-04-15,Email
Customer 127,2022-05-19,Unknown
Customer 171,2022-03-23,Direct
Customer 160,2022-05-13,Direct
Customer 127,2022-01-03,Email
Customer 132,2022-02-09,Direct
Customer 73,2022-01-21,Organic
Customer 186,2022-02-15,Organic
Customer 3,2022-03-04,Referral
Customer 94,2022-06-18,Direct
Customer 95,2022-03-14,Email
Customer 27,2022-06-17,Direct
Customer 139,2022-05-29,Referral
Customer 145,2022-05-17,Unknown
Customer 51,2022-05-22,Organic
Customer 131,2022-01-19,Unknown
Customer 139,2022-06-24,Organic
Customer 43,2022-03-09,Organic
Customer 143,2022-02-26,Direct
Customer 39,2022-05-13,Organic
Customer 61,2022-02-08,Referral
Customer 119,2022-02-18,Organic
Customer 78,2022-05-25,Direct
Customer 136,2022-02-26,Organic
Customer 94,2022-03-28,Referral
Customer 11,2022-05-10,Organic
Customer 27,2022-04-10,Organic
Customer 149,2022-02-13,Organic
Customer 126,2022-02-02,Referral
Customer 136,2022-01-08,Email
Customer 89,2022-05-15,Organic
Customer 28,2022-03-07,Organic
Customer 31,2022-06-13,Referral
Customer 49,2022-06-07,Email
Customer 150,2022-03-03,Email
Customer 134,2022-03-18,Email
Customer 102,2022-06-06,Organic
Customer 142,2022-04-05,Email
Customer 44,2022-05-18,Organic
Customer 3,2022-05-26,Direct
Customer 98,2022-04-24,Unknown
Customer 151,2022-02-15,Email
Customer 26,2022-04-28,Referral
Customer 93,2022-03-16,Email
Customer 64,2022-03-16,Referral
Customer 105,2022-05-29,Referral
Customer 26,2022-05-08,Unknown
Customer 79,2022-01-09,Organic
Customer 98,2022-06-16,Direct
Customer 168,2022-04-19,Email
Customer 50,2022-03-28,Organic
Customer 99,2022-02-20,Direct
Customer 90,2022-06-03,Email
Customer 24,2022-05-27,Unknown
Customer 35,2022-03-07,Direct
Customer 158,2022-05-23,Unknown
Customer 81,2022-05-08,Unknown
Customer 189,2022-05-05,Referral
Customer 175,2022-01-17,Email
Customer 179,2022-03-15,Direct
Customer 106,2022-01-23,Direct
Customer 128,2022-03-13,Email
Customer 120,2022-02-21,Email
Customer 167,2022-05-24,Referral
Customer 135,2022-04-07,Unknown
Customer 188,2022-06-07,Email
Customer 143,2022-02-02,Unknown
Customer 123,2022-02-11,Referral
Customer 75,2022-04-06,Referral
Customer 6,2022-02-01,Unknown
Customer 179,2022-04-14,Email
Customer 103,2022-06-10,Referral
Customer 142,2022-03-23,Referral
Customer 60,2022-04-25,Direct
Customer 166,2022-06-30,Direct
Customer 148,2022-04-01,Unknown
Customer 76,2022-04-27,Referral
Customer 162,2022-04-16,Direct
Customer 32,2022-03-28,Referral
Customer 64,2022-04-06,Email
Customer 107,2022-03-30,Direct
Customer 155,2022-02-20,Direct
Customer 107,2022-04-12,Unknown
Customer 156,2022-02-14,Organic
Customer 182,2022-06-22,Unknown
Customer 14,2022-01-16,Email
Customer 171,2022-02-03,Referral
Customer 174,2022-05-19,Referral
Customer 91,2022-06-29,Unknown
Customer 83,2022-04-20,Unknown
Customer 122,2022-01-19,Organic
Customer 128,2022-04-29,Direct
Customer 83,2022-03-05,Referral
